Evid,Date,Time,EqLat,EqLon,EqDep,EqML,EqMC,N,Dmin,ErrZ,ErrR,Net,Sta,Cmp,SLat,SLon,SElev,Repi,Rhyp,SML,Corr,AmpE,UnE,PerE,SnrE,AmpN,UnN,PerN,SnrN
50154140,1998-04-05,18:23:26.47,44.227,-110.787,3.25,2.77,2.76,4,5,1.1,0.7,US,AHID,BHN,42.7654,-111.1004,1.96,164.3,164.383,2.81,-.43,1.55891,mm,nan,nan,1.9414,mm,nan,nan
50154140,1998-04-05,18:23:26.47,44.227,-110.787,3.25,2.77,2.76,4,5,1.1,0.7,MB,BUT,ELN,46.010834,-112.55666,1.758,242.3,242.352,2.57,-.23,.25179,mm,nan,nan,.25179,mm,nan,nan
50154140,1998-04-05,18:23:26.47,44.227,-110.787,3.25,2.77,2.76,4,5,1.1,0.7,US,BW06,BHN,42.7667,-109.5583,2.224,190.2,190.279,2.35,-.15,.17658,mm,nan,nan,.22457,mm,nan,nan
50154140,1998-04-05,18:23:26.47,44.227,-110.787,3.25,2.77,2.76,4,5,1.1,0.7,US,LKWY,BHN,44.5652,-110.4,2.424,48.7,49.0294,3.35,.06,13.125,mm,nan,nan,6.3869,mm,nan,nan
50154290,1998-04-09,10:29:30.02,44.596,-109.963,12.68,2.64,2.91,4,19,1.5,3.4,US,AHID,BHN,42.7654,-111.1004,1.96,223.1,223.58,2.4,-.43,.26014,mm,nan,nan,.33939,mm,nan,nan
50154290,1998-04-09,10:29:30.02,44.596,-109.963,12.68,2.64,2.91,4,19,1.5,3.4,MB,BUT,ELN,46.010834,-112.55666,1.758,257.2,257.605,2.57,-.23,.2,mm,nan,nan,.2,mm,nan,nan
50154290,1998-04-09,10:29:30.02,44.596,-109.963,12.68,2.64,2.91,4,19,1.5,3.4,US,BW06,BHN,42.7667,-109.5583,2.224,205.8,206.339,2.57,-.15,.23357,mm,nan,nan,.29797,mm,nan,nan
50154290,1998-04-09,10:29:30.02,44.596,-109.963,12.68,2.64,2.91,4,19,1.5,3.4,US,LKWY,BHN,44.5652,-110.4,2.424,34.9,38.0282,3.02,.06,13.827,mm,nan,nan,4.5971,mm,nan,nan
50154870,1998-04-19,05:41:10.78,44.779,-111.481,11.20,2.23,2.35,2,21,1.1,1.4,US,AHID,BHN,42.7654,-111.1004,1.96,225.8,226.183,2.08,-.43,.12634,mm,nan,nan,.13468,mm,nan,nan
50154870,1998-04-19,05:41:10.78,44.779,-111.481,11.20,2.23,2.35,2,21,1.1,1.4,MB,BUT,ELN,46.010834,-112.55666,1.758,160.7,161.222,2.37,-.23,.39905,mm,nan,nan,.39905,mm,nan,nan
50155515,1998-05-14,01:56:05.39,44.768,-110.880,5.31,3.10,3.17,2,3,0.7,0.4,MB,BUT,ELN,46.010834,-112.55666,1.758,190.6,190.731,3.07,-.23,1.26191,mm,nan,nan,1.26191,mm,nan,nan
50155515,1998-05-14,01:56:05.39,44.768,-110.880,5.31,3.10,3.17,2,3,0.7,0.4,US,LKWY,BHN,44.5652,-110.4,2.424,44.2,44.8715,3.12,.06,8.4995,mm,nan,nan,6.0382,mm,nan,nan
50155635,1998-05-18,16:38:57.36,44.311,-110.265,9.54,2.34,2.35,2,9,0.7,1.1,US,BW06,BHN,42.7667,-109.5583,2.224,180.8,181.182,1.9,-.15,.09502,mm,nan,nan,.08225,mm,nan,nan
50155635,1998-05-18,16:38:57.36,44.311,-110.265,9.54,2.34,2.35,2,9,0.7,1.1,US,LKWY,BHN,44.5652,-110.4,2.424,30.2,32.4835,2.78,.06,9.4916,mm,nan,nan,7.0546,mm,nan,nan
50155835,1998-05-28,02:08:00.03,44.769,-110.788,5.20,2.69,2.22,2,5,0.8,0.5,MB,BUT,ELN,46.010834,-112.55666,1.758,195.6,195.724,2.77,-.23,.63246,mm,nan,nan,.63246,mm,nan,nan
50155835,1998-05-28,02:08:00.03,44.769,-110.788,5.20,2.69,2.22,2,5,0.8,0.5,US,LKWY,BHN,44.5652,-110.4,2.424,38.2,38.9534,2.61,.06,2.9588,mm,nan,nan,2.7369,mm,nan,nan
50157140,1998-06-23,23:59:16.52,44.745,-110.919,7.87,2.31,2.08,2,7,0.8,0.5,MB,BUT,ELN,46.010834,-112.55666,1.758,190.4,190.643,2.37,-.23,.25179,mm,nan,nan,.25179,mm,nan,nan
50157140,1998-06-23,23:59:16.52,44.745,-110.919,7.87,2.31,2.08,2,7,0.8,0.5,US,LKWY,BHN,44.5652,-110.4,2.424,45.8,46.9426,2.25,.06,1.2409,mm,nan,nan,.70097,mm,nan,nan
50158180,1998-07-16,18:08:49.23,44.472,-111.116,11.34,2.37,2.17,2,15,1.7,0.6,MB,BUT,ELN,46.010834,-112.55666,1.758,205,205.418,2.47,-.23,.31698,mm,nan,nan,.31698,mm,nan,nan
50158180,1998-07-16,18:08:49.23,44.472,-111.116,11.34,2.37,2.17,2,15,1.7,0.6,US,LKWY,BHN,44.5652,-110.4,2.424,57.9,59.5135,2.26,.06,.60541,mm,nan,nan,.39536,mm,nan,nan
50159665,1998-08-25,09:34:10.71,44.457,-111.010,3.85,2.39,1.95,2,14,2.0,0.7,MB,BUT,ELN,46.010834,-112.55666,1.758,211.1,211.174,2.57,-.23,.31698,mm,nan,nan,.31698,mm,nan,nan
50159665,1998-08-25,09:34:10.71,44.457,-111.010,3.85,2.39,1.95,2,14,2.0,0.7,US,LKWY,BHN,44.5652,-110.4,2.424,50,50.3921,2.21,.06,.80863,mm,nan,nan,.61832,mm,nan,nan
50159825,1998-08-29,21:21:38.85,44.439,-110.311,4.51,2.04,2.05,2,6,1.6,1.1,US,AHID,BHN,42.7654,-111.1004,1.96,196.5,196.606,1.83,-.43,.1281,mm,nan,nan,.10389,mm,nan,nan
50159825,1998-08-29,21:21:38.85,44.439,-110.311,4.51,2.04,2.05,2,6,1.6,1.1,US,LKWY,BHN,44.5652,-110.4,2.424,15.7,17.1631,2.24,.06,9.6437,mm,nan,nan,5.5589,mm,nan,nan
50160445,1998-09-15,08:58:24.45,44.669,-110.021,11.28,2.36,2.61,2,14,0.8,2.9,MB,BUT,ELN,46.010834,-112.55666,1.758,248.5,248.842,2.57,-.23,.2,mm,nan,nan,.2,mm,nan,nan
50160445,1998-09-15,08:58:24.45,44.669,-110.021,11.28,2.36,2.61,2,14,0.8,2.9,US,LKWY,BHN,44.5652,-110.4,2.424,32.3,35.0869,2.14,.06,2.8335,mm,nan,nan,1.0153,mm,nan,nan
50161075,1998-09-28,06:06:44.03,44.463,-110.344,4.15,2.11,2.27,3,8,1.5,0.7,US,AHID,BHN,42.7654,-111.1004,1.96,198.2,198.294,1.77,-.43,.09673,mm,nan,nan,.10241,mm,nan,nan
50161075,1998-09-28,06:06:44.03,44.463,-110.344,4.15,2.11,2.27,3,8,1.5,0.7,US,BW06,BHN,42.7667,-109.5583,2.224,198.8,198.902,1.76,-.15,.0466,mm,nan,nan,.05618,mm,nan,nan
50161075,1998-09-28,06:06:44.03,44.463,-110.344,4.15,2.11,2.27,3,8,1.5,0.7,US,LKWY,BHN,44.5652,-110.4,2.424,12.2,13.8585,2.81,.06,39.457,mm,nan,nan,31.008,mm,nan,nan
50161085,1998-09-28,06:49:45.43,44.460,-110.350,3.72,2.29,2.49,3,9,1.4,0.6,US,AHID,BHN,42.7654,-111.1004,1.96,197.8,197.882,1.93,-.43,.13881,mm,nan,nan,.15104,mm,nan,nan
50161085,1998-09-28,06:49:45.43,44.460,-110.350,3.72,2.29,2.49,3,9,1.4,0.6,US,BW06,BHN,42.7667,-109.5583,2.224,198.7,198.789,2.04,-.15,.08152,mm,nan,nan,.11597,mm,nan,nan
50161085,1998-09-28,06:49:45.43,44.460,-110.350,3.72,2.29,2.49,3,9,1.4,0.6,US,LKWY,BHN,44.5652,-110.4,2.424,12.3,13.7491,2.91,.06,53.495,mm,nan,nan,36.035,mm,nan,nan
50161220,1998-09-28,22:04:28.40,44.466,-110.360,4.04,2.23,2.36,3,9,1.2,0.5,US,AHID,BHN,42.7654,-111.1004,1.96,198.1,198.191,1.83,-.43,.10362,mm,nan,nan,.12405,mm,nan,nan
50161220,1998-09-28,22:04:28.40,44.466,-110.360,4.04,2.23,2.36,3,9,1.2,0.5,US,BW06,BHN,42.7667,-109.5583,2.224,199.5,199.598,2.13,-.15,.10025,mm,nan,nan,.14291,mm,nan,nan
50161220,1998-09-28,22:04:28.40,44.466,-110.360,4.04,2.23,2.36,3,9,1.2,0.5,US,LKWY,BHN,44.5652,-110.4,2.424,11.5,13.1922,2.72,.06,32.092,mm,nan,nan,25.828,mm,nan,nan
50161240,1998-09-29,00:28:09.63,44.455,-110.364,4.37,2.26,2.18,2,9,1.6,0.7,US,BW06,BHN,42.7667,-109.5583,2.224,198.5,198.609,1.72,-.15,.03488,mm,nan,nan,.058,mm,nan,nan
50161240,1998-09-29,00:28:09.63,44.455,-110.364,4.37,2.26,2.18,2,9,1.6,0.7,US,LKWY,BHN,44.5652,-110.4,2.424,12.6,14.315,2.8,.06,29.849,mm,nan,nan,24.799,mm,nan,nan
50161350,1998-09-29,12:59:09.72,44.463,-110.354,5.02,3.16,3.33,7,9,1.0,0.5,US,AHID,BHN,42.7654,-111.1004,1.96,198,198.123,2.64,-.43,.65431,mm,nan,nan,.84065,mm,nan,nan
50161350,1998-09-29,12:59:09.72,44.463,-110.354,5.02,3.16,3.33,7,9,1.0,0.5,MB,BUT,ELN,46.010834,-112.55666,1.758,243.9,243.994,3.07,-.23,.79621,mm,nan,nan,.79621,mm,nan,nan
50161350,1998-09-29,12:59:09.72,44.463,-110.354,5.02,3.16,3.33,7,9,1.0,0.5,US,BW06,BHN,42.7667,-109.5583,2.224,199.1,199.232,2.9,-.15,.55953,mm,nan,nan,.8726,mm,nan,nan
50161350,1998-09-29,12:59:09.72,44.463,-110.354,5.02,3.16,3.33,7,9,1.0,0.5,UU,CTU,HHN,40.6925,-111.75034,1.731,434.3,434.352,3.45,.1,.12868,mm,nan,nan,.09607,mm,nan,nan
50161350,1998-09-29,12:59:09.72,44.463,-110.354,5.02,3.16,3.33,7,9,1.0,0.5,UU,HVU,HHN,41.77967,-112.775,1.609,357.4,357.461,3.03,-.21,.16696,mm,nan,nan,.17965,mm,nan,nan
50161350,1998-09-29,12:59:09.72,44.463,-110.354,5.02,3.16,3.33,7,9,1.0,0.5,US,HWUT,BHN,41.6069,-111.5652,1.83,332.3,332.371,3.1,.09,.11144,mm,nan,nan,.14882,mm,nan,nan
50161350,1998-09-29,12:59:09.72,44.463,-110.354,5.02,3.16,3.33,7,9,1.0,0.5,US,LKWY,BHN,44.5652,-110.4,2.424,11.9,14.0365,3.95,.06,580.3,mm,nan,nan,407.68,mm,nan,nan
50161445,1998-09-29,14:10:14.45,44.704,-111.067,9.02,2.36,2.27,2,8,0.9,0.7,MB,BUT,ELN,46.010834,-112.55666,1.758,186.3,186.612,2.57,-.23,.39905,mm,nan,nan,.39905,mm,nan,nan
50161445,1998-09-29,14:10:14.45,44.704,-111.067,9.02,2.36,2.27,2,8,0.9,0.7,US,LKWY,BHN,44.5652,-110.4,2.424,55.1,56.2759,2.14,.06,.54865,mm,nan,nan,.42189,mm,nan,nan
50161625,1998-09-29,17:09:49.31,44.453,-110.338,4.51,2.90,3.25,5,8,1.1,0.6,US,AHID,BHN,42.7654,-111.1004,1.96,197.4,197.506,2.72,-.43,.98138,mm,nan,nan,.79704,mm,nan,nan
50161625,1998-09-29,17:09:49.31,44.453,-110.338,4.51,2.90,3.25,5,8,1.1,0.6,MB,BUT,ELN,46.010834,-112.55666,1.758,245.6,245.68,2.57,-.23,.2,mm,nan,nan,.2,mm,nan,nan
50161625,1998-09-29,17:09:49.31,44.453,-110.338,4.51,2.90,3.25,5,8,1.1,0.6,US,BW06,BHN,42.7667,-109.5583,2.224,197.7,197.815,2.66,-.15,.39303,mm,nan,nan,.4256,mm,nan,nan
50161625,1998-09-29,17:09:49.31,44.453,-110.338,4.51,2.90,3.25,5,8,1.1,0.6,UU,HVU,HHN,41.77967,-112.775,1.609,357.2,357.252,2.99,-.21,.14396,mm,nan,nan,.17231,mm,nan,nan
50161625,1998-09-29,17:09:49.31,44.453,-110.338,4.51,2.90,3.25,5,8,1.1,0.6,US,LKWY,BHN,44.5652,-110.4,2.424,13.3,14.999,3.58,.06,191.64,mm,nan,nan,141.07,mm,nan,nan
50162325,1998-10-07,19:53:44.03,44.764,-111.021,3.79,2.39,2.14,2,1,1.1,0.5,MB,BUT,ELN,46.010834,-112.55666,1.758,183.5,183.584,2.47,-.23,.39905,mm,nan,nan,.39905,mm,nan,nan
50162325,1998-10-07,19:53:44.03,44.764,-111.021,3.79,2.39,2.14,2,1,1.1,0.5,US,LKWY,BHN,44.5652,-110.4,2.424,54,54.3564,2.3,.06,.75806,mm,nan,nan,.6202,mm,nan,nan
50164275,1998-11-14,13:40:40.25,44.614,-111.090,10.72,2.36,2.21,2,1,1.0,0.5,MB,BUT,ELN,46.010834,-112.55666,1.758,193.2,193.603,2.57,-.23,.39905,mm,nan,nan,.39905,mm,nan,nan
50164275,1998-11-14,13:40:40.25,44.614,-111.090,10.72,2.36,2.21,2,1,1.0,0.5,US,LKWY,BHN,44.5652,-110.4,2.424,55.1,56.646,2.15,.06,.67283,mm,nan,nan,.30868,mm,nan,nan
50165485,1998-11-26,08:37:48.30,44.306,-110.486,4.31,3.79,3.79,9,6,1.0,0.7,US,AHID,BHN,42.7654,-111.1004,1.96,178.3,178.41,3.45,-.43,5.85202,mm,nan,nan,6.10761,mm,nan,nan
50165485,1998-11-26,08:37:48.30,44.306,-110.486,4.31,3.79,3.79,9,6,1.0,0.7,MB,BUT,ELN,46.010834,-112.55666,1.758,249.8,249.874,3.67,-.23,2.51785,mm,nan,nan,2.51785,mm,nan,nan
50165485,1998-11-26,08:37:48.30,44.306,-110.486,4.31,3.79,3.79,9,6,1.0,0.7,US,BW06,BHN,42.7667,-109.5583,2.224,186.8,186.914,3.48,-.15,3.21823,mm,nan,nan,2.14246,mm,nan,nan
50165485,1998-11-26,08:37:48.30,44.306,-110.486,4.31,3.79,3.79,9,6,1.0,0.7,UU,CTU,HHN,40.6925,-111.75034,1.731,414.7,414.744,4.05,.1,.70206,mm,nan,nan,.42619,mm,nan,nan
50165485,1998-11-26,08:37:48.30,44.306,-110.486,4.31,3.79,3.79,9,6,1.0,0.7,US,DUG,BHN,40.195,-112.8133,1.477,495.4,495.434,3.93,.08,.27958,mm,nan,nan,.28659,mm,nan,nan
50165485,1998-11-26,08:37:48.30,44.306,-110.486,4.31,3.79,3.79,9,6,1.0,0.7,UU,HVU,HHN,41.77967,-112.775,1.609,337,337.052,3.83,-.21,1.2399,mm,nan,nan,1.5425,mm,nan,nan
50165485,1998-11-26,08:37:48.30,44.306,-110.486,4.31,3.79,3.79,9,6,1.0,0.7,US,HWUT,BHN,41.6069,-111.5652,1.83,312.6,312.66,3.83,.09,.83025,mm,nan,nan,.92175,mm,nan,nan
50165485,1998-11-26,08:37:48.30,44.306,-110.486,4.31,3.79,3.79,9,6,1.0,0.7,UU,NOQ,HHN,40.6525,-112.12033,1.622,427.6,427.641,3.87,-.08,.502,mm,nan,nan,.39798,mm,nan,nan
50165485,1998-11-26,08:37:48.30,44.306,-110.486,4.31,3.79,3.79,9,6,1.0,0.7,UU,SRU,HHN,39.11083,-110.52383,1.804,577.1,577.132,4.01,-.35,.75189,mm,nan,nan,.38926,mm,nan,nan
50165515,1998-11-26,08:56:01.33,44.289,-110.486,5.50,3.01,3.16,4,4,0.8,0.6,US,AHID,BHN,42.7654,-111.1004,1.96,176.5,176.658,2.94,-.43,1.88687,mm,nan,nan,1.85523,mm,nan,nan
50165515,1998-11-26,08:56:01.33,44.289,-110.486,5.50,3.01,3.16,4,4,0.8,0.6,MB,BUT,ELN,46.010834,-112.55666,1.758,251.2,251.305,2.97,-.23,.50238,mm,nan,nan,.50238,mm,nan,nan
50165515,1998-11-26,08:56:01.33,44.289,-110.486,5.50,3.01,3.16,4,4,0.8,0.6,US,BW06,BHN,42.7667,-109.5583,2.224,185.1,185.261,2.83,-.15,.74315,mm,nan,nan,.47074,mm,nan,nan
50165515,1998-11-26,08:56:01.33,44.289,-110.486,5.50,3.01,3.16,4,4,0.8,0.6,UU,HVU,HHN,41.77967,-112.775,1.609,335.5,335.575,3.29,-.21,.34184,mm,nan,nan,.45948,mm,nan,nan
50166170,1998-12-11,14:11:55.80,44.315,-110.498,2.38,2.42,2.43,3,19,1.4,0.6,US,AHID,BHN,42.7654,-111.1004,1.96,178.9,178.953,2.18,-.43,.32284,mm,nan,nan,.32472,mm,nan,nan
50166170,1998-12-11,14:11:55.80,44.315,-110.498,2.38,2.42,2.43,3,19,1.4,0.6,MB,BUT,ELN,46.010834,-112.55666,1.758,248.5,248.534,2.27,-.23,.10024,mm,nan,nan,.10024,mm,nan,nan
50166170,1998-12-11,14:11:55.80,44.315,-110.498,2.38,2.42,2.43,3,19,1.4,0.6,US,LKWY,BHN,44.5652,-110.4,2.424,28.9,29.2966,2.82,.06,8.6003,mm,nan,nan,9.8834,mm,nan,nan
50166970,1999-01-03,01:56:44.23,44.784,-110.821,7.66,2.50,2.40,2,2,1.1,0.6,MB,BUT,ELN,46.010834,-112.55666,1.758,192.5,192.73,2.57,-.23,.39905,mm,nan,nan,.39905,mm,nan,nan
50166970,1999-01-03,01:56:44.23,44.784,-110.821,7.66,2.50,2.40,2,2,1.1,0.6,US,LKWY,BHN,44.5652,-110.4,2.424,41.3,42.5133,2.43,.06,2.0946,mm,nan,nan,1.6759,mm,nan,nan
50167155,1999-01-05,02:38:49.96,44.784,-110.822,5.97,2.12,2.08,2,2,0.6,0.5,MB,BUT,ELN,46.010834,-112.55666,1.758,192.5,192.655,2.17,-.23,.15887,mm,nan,nan,.15887,mm,nan,nan
50167155,1999-01-05,02:38:49.96,44.784,-110.822,5.97,2.12,2.08,2,2,0.6,0.5,US,LKWY,BHN,44.5652,-110.4,2.424,41.3,42.1444,2.06,.06,.96242,mm,nan,nan,.63119,mm,nan,nan
50167200,1999-01-05,13:46:35.07,44.784,-110.822,7.56,2.76,2.69,2,2,1.1,0.6,MB,BUT,ELN,46.010834,-112.55666,1.758,192.5,192.725,2.87,-.23,.79621,mm,nan,nan,.79621,mm,nan,nan
50167200,1999-01-05,13:46:35.07,44.784,-110.822,7.56,2.76,2.69,2,2,1.1,0.6,US,LKWY,BHN,44.5652,-110.4,2.424,41.3,42.4896,2.65,.06,3.7646,mm,nan,nan,2.4227,mm,nan,nan
50169840,1999-03-06,15:30:27.62,44.230,-110.628,8.13,1.88,1.92,2,9,0.9,0.5,US,AHID,BHN,42.7654,-111.1004,1.96,167.1,167.404,1.78,-.43,.09743,mm,nan,nan,.16,mm,nan,nan
50169840,1999-03-06,15:30:27.62,44.230,-110.628,8.13,1.88,1.92,2,9,0.9,0.5,US,LKWY,BHN,44.5652,-110.4,2.424,41.5,42.821,1.97,.06,.67737,mm,nan,nan,.61665,mm,nan,nan
50170150,1999-03-20,00:01:22.44,44.827,-111.056,10.87,2.12,1.89,2,17,1.5,2.7,MB,BUT,ELN,46.010834,-112.55666,1.758,176.4,176.851,2.17,-.23,.2,mm,nan,nan,.2,mm,nan,nan
50170150,1999-03-20,00:01:22.44,44.827,-111.056,10.87,2.12,1.89,2,17,1.5,2.7,US,LKWY,BHN,44.5652,-110.4,2.424,59.6,61.0646,2.07,.06,.39978,mm,nan,nan,.24161,mm,nan,nan
50170420,1999-03-29,16:22:13.64,44.739,-111.181,8.60,2.24,2.02,2,2,0.6,0.8,MB,BUT,ELN,46.010834,-112.55666,1.758,177.8,178.101,2.17,-.23,.2,mm,nan,nan,.2,mm,nan,nan
50170420,1999-03-29,16:22:13.64,44.739,-111.181,8.60,2.24,2.02,2,2,0.6,0.8,US,LKWY,BHN,44.5652,-110.4,2.424,64.9,65.8296,2.31,.06,.6582,mm,nan,nan,.47963,mm,nan,nan
50170605,1999-04-02,11:32:55.15,44.951,-111.481,6.13,2.21,2.41,2,32,1.8,1.8,MB,BUT,ELN,46.010834,-112.55666,1.758,144.7,144.915,2.37,-.23,.50238,mm,nan,nan,.50238,mm,nan,nan
50170605,1999-04-02,11:32:55.15,44.951,-111.481,6.13,2.21,2.41,2,32,1.8,1.8,US,LKWY,BHN,44.5652,-110.4,2.424,95.8,96.1811,2.04,.06,.24394,mm,nan,nan,.13435,mm,nan,nan
50170975,1999-04-14,12:19:11.55,44.048,-110.359,-0.40,1.99,1.67,2,28,8.7,0.8,US,AHID,BHN,42.7654,-111.1004,1.96,154.6,154.608,1.86,-.43,.17811,mm,nan,nan,.21331,mm,nan,nan
50170975,1999-04-14,12:19:11.55,44.048,-110.359,-0.40,1.99,1.67,2,28,8.7,0.8,US,LKWY,BHN,44.5652,-110.4,2.424,57.6,57.6355,2.11,.06,.35213,mm,nan,nan,.3601,mm,nan,nan
50171960,1999-05-07,05:06:23.58,44.654,-109.901,8.74,2.36,2.45,2,23,1.0,1.9,MB,BUT,ELN,46.010834,-112.55666,1.758,257.1,257.314,2.47,-.23,.15887,mm,nan,nan,.15887,mm,nan,nan
50171960,1999-05-07,05:06:23.58,44.654,-109.901,8.74,2.36,2.45,2,23,1.0,1.9,US,LKWY,BHN,44.5652,-110.4,2.424,40.9,42.3963,2.25,.06,1.8678,mm,nan,nan,.60867,mm,nan,nan
50172005,1999-05-08,13:11:09.53,44.819,-110.668,4.35,1.87,1.88,2,11,1.6,0.5,MB,BUT,ELN,46.010834,-112.55666,1.758,198.6,198.694,1.77,-.23,.06325,mm,nan,nan,.06325,mm,nan,nan
50172005,1999-05-08,13:11:09.53,44.819,-110.668,4.35,1.87,1.88,2,11,1.6,0.5,US,LKWY,BHN,44.5652,-110.4,2.424,35.3,35.9441,1.96,.06,.83636,mm,nan,nan,.77144,mm,nan,nan
50172105,1999-05-11,08:17:25.93,44.748,-111.079,8.57,2.27,2.34,2,6,0.8,0.7,MB,BUT,ELN,46.010834,-112.55666,1.758,181.9,182.193,2.27,-.23,.25179,mm,nan,nan,.25179,mm,nan,nan
50172105,1999-05-11,08:17:25.93,44.748,-111.079,8.57,2.27,2.34,2,6,0.8,0.7,US,LKWY,BHN,44.5652,-110.4,2.424,57.6,58.6398,2.27,.06,.59998,mm,nan,nan,.42369,mm,nan,nan
50172565,1999-05-19,10:26:42.13,44.657,-110.987,8.52,2.40,2.40,2,9,1.0,0.4,MB,BUT,ELN,46.010834,-112.55666,1.758,194.3,194.572,2.37,-.23,.25179,mm,nan,nan,.25179,mm,nan,nan
50172565,1999-05-19,10:26:42.13,44.657,-110.987,8.52,2.40,2.40,2,9,1.0,0.4,US,LKWY,BHN,44.5652,-110.4,2.424,47.7,48.9394,2.42,.06,1.4573,mm,nan,nan,.8391,mm,nan,nan
50172580,1999-05-19,11:24:55.72,44.657,-110.989,8.54,2.24,2.18,2,10,0.8,0.4,MB,BUT,ELN,46.010834,-112.55666,1.758,194.3,194.573,2.27,-.23,.2,mm,nan,nan,.2,mm,nan,nan
50172580,1999-05-19,11:24:55.72,44.657,-110.989,8.54,2.24,2.18,2,10,0.8,0.4,US,LKWY,BHN,44.5652,-110.4,2.424,47.8,49.0413,2.2,.06,.87272,mm,nan,nan,.52199,mm,nan,nan
50172610,1999-05-19,15:10:47.25,44.656,-110.987,8.44,2.16,2.03,2,9,0.9,0.4,MB,BUT,ELN,46.010834,-112.55666,1.758,194.4,194.667,2.17,-.23,.15887,mm,nan,nan,.15887,mm,nan,nan
50172610,1999-05-19,15:10:47.25,44.656,-110.987,8.44,2.16,2.03,2,9,0.9,0.4,US,LKWY,BHN,44.5652,-110.4,2.424,47.7,48.9215,2.14,.06,.72053,mm,nan,nan,.4814,mm,nan,nan
50172940,1999-05-23,05:45:08.38,44.697,-110.794,3.61,2.28,2.61,2,7,0.9,0.3,MB,BUT,ELN,46.010834,-112.55666,1.758,201,201.072,2.07,-.23,.12619,mm,nan,nan,.12619,mm,nan,nan
50172940,1999-05-23,05:45:08.38,44.697,-110.794,3.61,2.28,2.61,2,7,0.9,0.3,US,LKWY,BHN,44.5652,-110.4,2.424,34.5,35.0237,2.48,.06,3.3101,mm,nan,nan,1.9062,mm,nan,nan
50172945,1999-05-23,06:12:03.27,44.702,-110.790,3.03,1.99,2.24,2,8,1.4,0.5,MB,BUT,ELN,46.010834,-112.55666,1.758,200.8,200.857,1.87,-.23,.07962,mm,nan,nan,.07962,mm,nan,nan
50172945,1999-05-23,06:12:03.27,44.702,-110.790,3.03,1.99,2.24,2,8,1.4,0.5,US,LKWY,BHN,44.5652,-110.4,2.424,34.5,34.9284,2.11,.06,1.4591,mm,nan,nan,.77868,mm,nan,nan
50172970,1999-05-23,06:47:03.58,44.695,-110.792,5.27,2.76,3.15,3,7,0.7,0.4,US,AHID,BHN,42.7654,-111.1004,1.96,215.8,215.921,2.04,-.43,.11209,mm,nan,nan,.1509,mm,nan,nan
50172970,1999-05-23,06:47:03.58,44.695,-110.792,5.27,2.76,3.15,3,7,0.7,0.4,MB,BUT,ELN,46.010834,-112.55666,1.758,201.3,201.423,2.97,-.23,1.00237,mm,nan,nan,1.00237,mm,nan,nan
50172970,1999-05-23,06:47:03.58,44.695,-110.792,5.27,2.76,3.15,3,7,0.7,0.4,US,LKWY,BHN,44.5652,-110.4,2.424,34.3,35.1523,3.29,.06,20.472,mm,nan,nan,13.288,mm,nan,nan
50173850,1999-06-13,18:30:00.28,44.754,-110.997,3.14,1.85,1.75,2,1,0.9,0.5,MB,BUT,ELN,46.010834,-112.55666,1.758,185.6,185.665,1.97,-.23,.10024,mm,nan,nan,.10024,mm,nan,nan
50173850,1999-06-13,18:30:00.28,44.754,-110.997,3.14,1.85,1.75,2,1,0.9,0.5,US,LKWY,BHN,44.5652,-110.4,2.424,51.8,52.098,1.73,.06,.25937,mm,nan,nan,.20853,mm,nan,nan
50174125,1999-06-16,01:58:15.39,44.754,-111.012,5.41,2.23,2.19,2,1,0.8,0.5,MB,BUT,ELN,46.010834,-112.55666,1.758,184.8,184.939,2.27,-.23,.25179,mm,nan,nan,.25179,mm,nan,nan
50174125,1999-06-16,01:58:15.39,44.754,-111.012,5.41,2.23,2.19,2,1,0.8,0.5,US,LKWY,BHN,44.5652,-110.4,2.424,52.9,53.4769,2.19,.06,.59624,mm,nan,nan,.48826,mm,nan,nan
50174145,1999-06-16,06:14:21.02,44.755,-111.016,5.01,2.05,2.06,3,1,1.0,0.5,MB,BUT,ELN,46.010834,-112.55666,1.758,184.5,184.624,2.07,-.23,.15887,mm,nan,nan,.15887,mm,nan,nan
50174145,1999-06-16,06:14:21.02,44.755,-111.016,5.01,2.05,2.06,3,1,1.0,0.5,US,LKWY,BHN,44.5652,-110.4,2.424,53.2,53.7169,1.96,.06,.33446,mm,nan,nan,.29496,mm,nan,nan
50174145,1999-06-16,06:14:21.02,44.755,-111.016,5.01,2.05,2.06,3,1,1.0,0.5,WY,YMR,HHN,44.66867,-110.965,2.149,10.4,12.6258,2.12,-.38,16.914,mm,nan,nan,22.796,mm,nan,nan
50174155,1999-06-16,06:37:25.42,44.758,-111.012,4.29,1.79,1.77,2,1,0.9,0.5,US,LKWY,BHN,44.5652,-110.4,2.424,53.1,53.5228,1.68,.06,.18754,mm,nan,nan,.14376,mm,nan,nan
50174155,1999-06-16,06:37:25.42,44.758,-111.012,4.29,1.79,1.77,2,1,0.9,0.5,WY,YMR,HHN,44.66867,-110.965,2.149,10.6,12.4024,1.89,-.38,10.741,mm,nan,nan,12.922,mm,nan,nan
50174185,1999-06-16,09:18:40.41,44.771,-111.111,7.29,2.14,1.97,3,3,0.9,0.8,MB,BUT,ELN,46.010834,-112.55666,1.758,178.3,178.529,2.37,-.23,.31698,mm,nan,nan,.31698,mm,nan,nan
